Iteration 0, likelihood -38882972.920289, 416.65108 seconds
Iteration 36, likelihood -32491471.681397, 228.47990 seconds
Iteration 37, likelihood -32488635.771467, 228.31363 seconds
Iteration 38, likelihood -32485198.731772, 228.21637 seconds
Iteration 39, likelihood -32482802.063669, 228.62282 seconds
Iteration 40, likelihood -32481724.975558, 227.72520 seconds
Iteration 41, likelihood -32480045.034037, 228.03411 seconds
Iteration 42, likelihood -32478280.154831, 227.81117 seconds
Iteration 43, likelihood -32475901.415704, 227.61100 seconds
Iteration 44, likelihood -32473955.064196, 227.46900 seconds
Iteration 45, likelihood -32473297.939281, 227.45215 seconds
Iteration 46, likelihood -32472762.403865, 227.27503 seconds
Iteration 47, likelihood -32471018.527643, 227.38031 seconds
Iteration 48, likelihood -32467909.905610, 227.75879 seconds
Iteration 49, likelihood -32466616.251308, 227.13204 seconds
Iteration 50, likelihood -32464499.817237, 227.38872 seconds
Iteration 51, likelihood -32463916.498347, 227.25117 seconds
Iteration 52, likelihood -32462045.446971, 227.29061 seconds
Iteration 53, likelihood -32460820.006074, 226.99545 seconds
Iteration 54, likelihood -32458526.216840, 226.74154 seconds
Iteration 55, likelihood -32457667.204585, 226.76351 seconds
Iteration 56, likelihood -32457439.654086, 226.49608 seconds
Iteration 57, likelihood -32456785.912340, 226.67745 seconds
Iteration 58, likelihood -32453506.601166, 227.11527 seconds
Iteration 59, likelihood -32454361.150708, 228.21681 seconds
Iteration 60, likelihood -32453271.304446, 227.80947 seconds
Iteration 61, likelihood -32451681.327561, 227.70824 seconds
Iteration 62, likelihood -32449150.908797, 227.65619 seconds
Iteration 63, likelihood -32448307.916842, 227.25255 seconds
Iteration 64, likelihood -32449191.453192, 227.46676 seconds
Iteration 65, likelihood -32449041.892263, 227.32074 seconds
Iteration 66, likelihood -32446232.559609, 227.40083 seconds
Iteration 67, likelihood -32445295.902818, 227.43978 seconds
Iteration 68, likelihood -32443571.265016, 227.49988 seconds
Iteration 69, likelihood -32443119.542378, 227.17255 seconds
Iteration 70, likelihood -32440775.773155, 227.05829 seconds
Iteration 71, likelihood -32440460.629293, 227.03871 seconds
Iteration 72, likelihood -32439244.600156, 227.00643 seconds
Iteration 73, likelihood -32438100.241948, 227.09381 seconds
Iteration 74, likelihood -32438938.662726, 226.91058 seconds
Iteration 75, likelihood -32438319.609891, 227.02869 seconds
Iteration 76, likelihood -32436206.348395, 227.14827 seconds
Iteration 77, likelihood -32437989.143118, 227.07155 seconds
Iteration 78, likelihood -32437509.731443, 227.15098 seconds
Iteration 79, likelihood -32435611.489894, 227.20197 seconds
Iteration 80, likelihood -32434616.738017, 227.08620 seconds
Iteration 81, likelihood -32433294.104789, 226.99104 seconds
Iteration 82, likelihood -32432515.356924, 227.07110 seconds
Iteration 83, likelihood -32431465.112849, 227.15182 seconds
Iteration 84, likelihood -32429859.903812, 227.10430 seconds
Iteration 85, likelihood -32427947.684355, 227.05980 seconds
Iteration 86, likelihood -32429790.827170, 227.14220 seconds
Iteration 87, likelihood -32429646.383914, 227.21711 seconds
Iteration 88, likelihood -32428484.988651, 227.04927 seconds
Iteration 89, likelihood -32427386.110438, 227.11849 seconds
Iteration 90, likelihood -32428505.172097, 226.90212 seconds
Iteration 91, likelihood -32428279.898378, 226.72724 seconds
Iteration 92, likelihood -32428714.354064, 226.91695 seconds
Iteration 93, likelihood -32428309.756067, 227.01310 seconds
Iteration 94, likelihood -32428357.037944, 227.00535 seconds
Iteration 95, likelihood -32427915.148042, 227.23521 seconds
Iteration 96, likelihood -32426280.923059, 226.92483 seconds
Iteration 97, likelihood -32426029.114356, 226.96759 seconds
Iteration 98, likelihood -32424256.420750, 226.99022 seconds
Iteration 99, likelihood -32423191.798003, 227.16356 seconds
